databaseID	name	type	traits	faction	abilityText	shardCost	barrier	scrapCost	quantity	landscape	set	setType	imageUrl	cardBack	gameImageUrl	presence	actionLimit
A12DFAFA-84B5-4965-A8A7-35E2A3000013	Ulin Marr	Agent	Visionary		(Action) Exhaust this card: Stage 2 cards (you can stage agents, obstacles, and sources).	2	4	1	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/ulin-marr/33e58270cb-1770745709/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000014	Auntie Ruth	Agent	Paragon	Omniworks	(Reaction) Exhaust this card and choose a player: They draw 2 cards.	3	3	2	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/auntie-ruth/a34e2295e3-1772825490/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000015	Big Varna Gorvis	Agent	Paragon	Omniworks	"(Action) If you have more cards in your Council than your rival, exhaust this card: Gain 3 Shard.
(Discover) If you have more cards in your Council than engaging player: Archive a random card from their Council and archive the top card of their Network."	2	3	2	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/big-varna-gorvis/109b4403e7-1772825490/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000016	Boss Bresloo	Agent	Enforcer	Omniworks	"(Reaction) After this card is forged, choose a player: Unforge a card with 3 shard cost or less in that player’s grid.
(Discover) If this card is in your grid: Unforge a card in engaging player’s grid, then exhaust it."	4	2	3	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/boss-bresloo/a83d52c4a5-1770745709/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000017	Guildmaster Yanos	Agent	Paragon	Omniworks	While this card is forged: Each other card in your grid gets -1 shard cost (forged or unforged).	3	4	1	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/guildmaster-yanos/88256fa145-1770745709/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000018	Recruiter Nilero	Agent	Visionary	Omniworks	"(Reaction) As you begin discovering cards from a Council, exhaust this card: Discover +2 cards.
(Discover) Choose a player: They draw 2 cards."	3	4	2	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/recruiter-nilero/c96b59059f-1770745709/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000019	Rory & Bug	Agent	Renegade	Omniworks	(Instant) Exhaust this card and archive a card from your Council: Shift this card.	1	3	2	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/rory-&-bug/06f4cd300a-1770745709/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000020	Coroner Goodman	Agent	Enforcer	Collective	(Reaction) As a player engages one of your agents, obstacles, or sources, exhaust this card and exile 1 card from your Archives: The engaged card gets +3 Presence until the engagement ends.	1	3	2	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/coroner-goodman/c1d799928e-1746720029/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000021	Counselor Vreenax	Agent	Paragon	Collective	While this card is forged: Each card in your rival’s grid gets +1 shard cost.	4	4	1	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/counselor-vreenax/eebda15b4a-1746720029/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000022	Doctor Twilight	Agent	Visionary	Collective	(Instant) Exhaust this card and scrap a card from your Archives: Gain 3 Shard.	3	3	3	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/doctor-twilight/38147dd488-1768746710/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000023	Nosmara	Agent	Enforcer	Collective	"(Instant) During another player’s delve, exhast this card: Redirect their delve to approach a grid slot adjacent to their current position.
(Discover): Look at the top 2 cards of engaing player’s Commons."	3	3	2	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/nosmara/3138f187a0-1750983252/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000024	Sergeant Cole	Agent	Renegade	Collective	(Reaction) After you complete a breach on a player’s Archives, exhaust this card: Archive the bottom 2 cards of their Network.	2	3	2	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/sergeant-cole/8a38094fe4-1770745709/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000025	Vulu-Malu	Agent	Visionary	Collective	"(Reaction) After you resolve a Discover ability, exhaust this card: Resolve that ability again.
(Discover) If this card is in your grid: Search your Commons for a card, show it to another player, and add it to your Council. (Shuffle.)"	3	3	3	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/vulu-malu/b6d331e2d4-1750983252/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000026	Baz Illisk	Agent	Enforcer	Remnants	"While this card is forged: Each other card in your grid gets +1 Scrap Cost (forged or unforged).
(Discover) If this card is in your grid: Add a card in engaging player’s grid to their Council."	2	2	3	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/baz-illisk/c8f9ed6098-1772825490/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000027	Dralber the Fence	Agent	Paragon	Remnants	"(Reaction) After you play a moment, exhaust this card: Gain 2 Shard.
(Discover): Shuffle a moment from your Scrap into your Network (of your choice)."	3	3	3	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/dralber-the-fence/4a5606a7d0-1772825490/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000028	Kryzar the Rat	Agent	Enforcer	Remnants	"Rush 5. (As an instant, pay 5 Shard to stage this card from your Council forged.)
(Instant) During your delve, exhaust this card and archive a card from your Council: Redirect your delve to approach a grid slot or district adjacent to your current position."	5	2	4	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/kryzar-the-rat/8826f88d7e-1772825490/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000029	Linza Ree	Agent	Renegade	Remnants	"(Reaction) After you complete a breach on a player’s district, exhaust this card: Steal 1 Shard from their pool.
(Discover): Steal 1 Shard from engaging player’s pool."	3	4	2	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/linza-ree/3e6c40b24e-1775242016/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000030	Maestro	Agent	Visionary	Remnants	(Reaction) As you approach a district, exhaust this card: Stage 1 card (you can stage agents, obstacles, and sources).	3	4	1	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/maestro/5405153967-1746720029/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000031	Vapor X	Agent	Renegade	Remnants	Exhaust this card and lose 1 Shard: Swap two other cards in your grid.	2	3	1	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/vapor-x/8aa4ec2504-1746720029/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000032	“Spider” Rebbek	Agent	Enforcer	Remnants	"While this card is forged: Each other card in your grid gets +1 Presence.
(Discover) If this card is in your grid: Exhaust a forged card in engaging player’s grid."	2	3	2	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/spider-rebbek/15b9b52ea0-1746720029/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000033	Priority Expressway	Obstacle	Location		"Cache 2. (As this is forged, place 2 Shard here).
(Confront) Remove 1 Shard from here: Gain 2 Shard."	0	0	4	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/priority-expressway/0a0ebbefeb-1750983252/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000034	Rent-a-Sentry	Obstacle	Being, Contraption		"Cache 2. (As this is forged, place 2 Shard here.)
(Confront) Remove 1 Shard from here: This card gets +2 Barrier until the confrontation ends."	0	0	3	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/rent-a-sentry/a0d1e44877-1755296966/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000035	Transit Station	Obstacle	Location		"While this card is in your front row: It gets +4 Presence.
While this card is in your middle row: It gets +2 Barrier."	1	1	1	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/transit-station/952df86936-1768746710/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000036	Ttakjaw Hive	Obstacle	Being, Location		"Cache 2. (As this is forged, place 2 Shard here.)
(Confront) Remove 1 Shard from here: Archive the top card of engaging player’s Network."	2	2	4	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/ttakjaw-hive/deba5d9a52-1770745709/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000037	Asset Protection Hub	Obstacle	Location		"Refund 1. (As this card’s Scrap Cost is paid, gain 1 Shard.)
While this card is forged: Each adjacent forged agent and obstacle gets +1 Barrier."	1	1	3	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/asset-protection-hub/134de5d0ca-1770745709/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000038	Pushy Salesperson	Obstacle	Persona		"(Confront): Engaging player may exhaust a card in their Commons path. If they do not, end the delve.
(Discover) If this card is in your grid: Forge this card for -4 shard cost, then redirect engaging player to approach this card’s grid slot."	4	2	5	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/pushy-salesperson/48c0ee0698-1750983252/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000039	Rookery Muscle	Obstacle	Persona		(Reaction) As a confrontation with this card ends, if engaging player did not pay this card’s Barrier during the confrontation: Archive the top 2 cards of their Network.	3	3	4	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/rookery-muscle/088f361f71-1770745709/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000040	Flustering Muckraker	Obstacle	Persona		"(Confront): Engaging player may exhaust a forged source in their grid. If they do not, they gain 1 Heat.
(Discover): Exhaust a forged source in engaging player’s grid."	4	2	4	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/flustering-muckraker/4f4ba8b1de-1755296966/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000041	Probabilities Exchange	Obstacle	Location		(Confront): Engaging player shuffles 1 card from their grid into their Commons.	3	1	4	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/probabilities-exchange/fbdd22ecd9-1746720029/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000042	Flooding Thoroughfare	Obstacle	Location	Omniworks	(Reaction) After this card is forged during a delve: This card gets +2 Barrier until the delve ends.	1	1	3	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/flooding-thoroughfare/2e6b58e9fa-1768746710/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000043	Prized Gulk	Obstacle	Being	Omniworks	"(Confront): Gain 1 Shard.
(Discover): Gain 1 Shard."	2	1	5	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/prized-gulk/e25b4c012e-1750983252/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000044	Waterway Ferry	Obstacle	Contraption	Omniworks	(Reaction) After this card is forged: Shift it.	1	1	3	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/waterway-ferry/146d7a05d5-1772306996/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000045	Babbling Loomkeeper	Obstacle	Contraption, Persona	Omniworks	"(Confront): Engaging player may archive 2 random cards from their Council. If they do not, they draw 4 cards.
(Discover) If this card is in your grid, choose a player: They draw 4 cards."	4	1	4	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/babbling-loomkeeper/df9b9375df-1768746710/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000046	Canal Network	Obstacle	Location	Omniworks	"(Confront) Choose a player: Shift an unforged card in their grid.
(Discover) If this card is in your grid, choose a player: Shift a card in their grid (forged or unforged)."	3	2	5	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/canal-network/347f6b777c-1770745709/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000047	Salvage Rats	Obstacle	Persona	Omniworks	"Rush 4. (As an instant, pay 4 Shard to stage this card from your Council forged.)
(Confront) If this card is adjacent to at least 1 unforged card: Gain 2 Shard."	4	2	4	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/salvage-rats/da64cda314-1772825490/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000048	Canalevator	Obstacle	Location	Omniworks	(Confront): Engaging player may lose Action. If they do not, gain Action.	4	2	4	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/canalevator/2c4baa0b5e-1755296966/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000049	Emperor Drejj	Obstacle	Being	Omniworks	"(Reaction) After you forge a card: Shift this card.
(Discover) Archive a card from your Council: Shift a forged card in engaging player’s grid."	5	2	6	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/emperor-drejj/df71108de0-1772306996/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000050	Barbican Gate	Obstacle	Location	Collective	"(Confront): Engaged player may exhaust a forged card in their grid. If they do not, gain 2 Shard.
(Discover): Gain 1 Shard."	1	1	4	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/barbican-gate/3b084b787e-1746720029/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000051	Silent Interrogator	Obstacle	Contraption	Collective	(Discover): Archive the bottom 2 cards of engaging player’s Network (bottom 4 cards instead if this card is in your grid).	0	0	2	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/silent-interrogator/417f912246-1770745709/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000052	Echofield Lockup	Obstacle	Location	Collective	"While you have 3 or more cards in your Archives: This card gets +3 Presence.
(Discover) If you have 3 or more cards in your Archives: Gain 3 Shard."	1	2	2	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/echofield-lockup/066e45e4db-1750983252/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000053	Detour Field	Obstacle	Contraption, Location	Collective	"Refund 1. (As this card’s Presence is broken, gain 1 Shard.)
(Confront) Archive the top card of your Commons: This card gets +3 Barrier until the confrontation ends."	2	0	4	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/detour-field/c6d538555b-1755296966/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000054	Eye Enforcers	Obstacle	Persona	Collective	"(Confront) Lose 1 Shard: Archive a card at random from engaging player’s Council.
(Discover) If this card is in your grid, archive it: Archive 2 cards at random from engaging player’s Council."	4	3	5	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/eye-enforcers/0e16e89216-1768746710/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000055	Tele-Bridge Expo	Obstacle	Location	Collective	"Refund 1. (As this card’s Presence is broken, gain 1 Shard.)
(Reaction) After a player completes an encounter with this card during a delve, exhaust this card: Redirect engaging player to approach an adjacent grid slot."	1	2	3	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/tele-bridge-expo/73d8171647-1755296966/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
A12DFAFA-84B5-4965-A8A7-35E2A3000056	Yowling Tezu	Obstacle	Being	Remnants	"(Confront) Gain 1 Heat: Engaging player gains 1 Heat.
(Discover) If this card is in your grid, archive it: Engaging player gains 2 Heat."	1	1	3	2	no	Default Set	Set Type Default	https://decksmith.app/media/pages/hubworldaidalon/cards/prime-collective/yowling-tezu/27525b9c3b-1746720029/card.webp	https://ik.imagekit.io/smtilson/Games/HubworldAidalon/HubworldAidalonCardBack.jpg?updatedAt=1743241452121			
